Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possibly	Possible	From	Tags
1269	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133449.900993597	133451.740993597	639723	641563	2014/3/2  14:10:39.901	1.84	18.5	51.0	1.2	19.5	46.9		fm		Unidentified.calls
1270	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133472.90699434	133474.74699434	662729	664569	2014/3/2  14:11:02.907	1.84	84.6	104.7	1.2	85.9	101.6		fm		Unidentified.calls
1271	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133486.445997548	133487.918997548	676268	677741	2014/3/2  14:11:16.446	1.473	92.2	113.8	1.2	95.7	111.3		fm		Unidentified.calls
1272	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133502.077998859	133503.273998859	691900	693096	2014/3/2  14:11:31.078	1.196	35.2	71.3	1.1	36.1	67.4		fm		Unidentified.calls
1273	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133504.01099984	133505.29899984	693833	695121	2014/3/2  14:11:33.011	1.288	74.3	95.6	1.1	77.1	92.8		fm		Unidentified.calls
1274	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133667.501995978	133669.434995978	857324	859257	2014/3/2  14:14:17.502	1.933	20.0	48.8	1.1	21.5	43.0		fm		Unidentified.calls
1275	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	133826.575001594	133828.324001594	1016397	1018146	2014/3/2  14:16:56.575	1.749	32.2	61.3	1.1	33.2	56.6		fm		Unidentified.calls
1276	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	134059.69099727	134060.97999727	1249513	1250802	2014/3/2  14:20:49.691	1.289	67.4	101.0	0.8	69.3	94.7		fm		Unidentified.calls
1277	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	135523.459993941	135525.299993941	2713282	2715122	2014/3/2  14:45:13.460	1.84	30.0	46.1	1.1	31.2	43.9		fm		Unidentified.calls
1278	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	135601.643999559	135603.208999559	2791466	2793031	2014/3/2  14:46:31.644	1.565	53.1	74.3	0.6	54.7	69.3		fm		Unidentified.calls
1279	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	135651.440993589	135653.096993589	2841263	2842919	2014/3/2  14:47:21.441	1.656	45.8	80.4	1.2	45.9	74.2		fm		Unidentified.calls
1280	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	135654.557995391	135656.121995391	2844380	2845944	2014/3/2  14:47:24.558	1.564	36.1	74.0	1.4	37.1	69.3		fm		Unidentified.calls
1281	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	135914.601998296	135915.521998296	3104424	3105344	2014/3/2  14:51:44.602	0.92	42.5	60.1	0.8	44.9	57.6		fm		Unidentified.calls
1282	Spectrogram 1	1	200_2014-03-02_14-00-00.wav	200_2014-03-02_14-00-00.wav	136033.643999961	136034.932999961	3223466	3224755	2014/3/2  14:53:43.644	1.289	14.6	26.4	1.1	15.6	24.4		fm		Unidentified.calls
1283	Spectrogram 1	1	200_2014-03-04_15-00-00.wav	200_2014-03-04_15-00-00.wav	136445.1139953	136446.5859953	34357	35829	2014/3/4  15:00:34.114	1.472	31.2	65.4	1.2	33.2	62.5	fm			Unidentified.calls
1284	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140019.225999449	140022.538999449	7890	11203	2014/3/6  6:00:07.226	3.313	30.9	62.8	2.9	31.2	57.6		fm		Unidentified.calls
1285	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140229.091004764	140230.656004764	217755	219320	2014/3/6  6:03:37.091	1.565	74.3	112.9	0.9	77.1	106.4		fm		Unidentified.calls
1286	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140230.74799638	140233.23199638	219412	221896	2014/3/6  6:03:39.748	2.484	37.9	67.4	2.3	39.1	66.4		fm		Unidentified.calls
1287	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140234.152001251	140235.625001251	222816	224289	2014/3/6  6:03:42.152	1.473	71.0	103.5	0.9	73.2	97.7		fm		Unidentified.calls
1288	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140316.696997096	140318.905997096	305361	307570	2014/3/6  6:05:05.697	2.209	37.9	61.9	1.5	39.1	58.6		fm		Unidentified.calls
1289	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140363.410000612	140364.422000612	352074	353086	2014/3/6  6:05:52.410	1.012	38.5	59.8	0.6	39.1	56.6		fm		Unidentified.calls
1290	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140372.888001908	140374.545001908	361552	363209	2014/3/6  6:06:01.888	1.657	77.4	106.5	0.9	78.1	102.5		fm		Unidentified.calls
1291	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140375.268003081	140376.281003081	363932	364945	2014/3/6  6:06:03.268	1.013	40.0	100.4	0.8	42.0	90.8		fm		Unidentified.calls
1292	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140608.029001688	140609.777001688	596693	598441	2014/3/6  6:09:56.029	1.748	10.0	28.5	1.4	11.7	25.4		fm		Unidentified.calls
1293	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140610.224996616	140611.144996616	598889	599809	2014/3/6  6:09:58.225	0.92	13.0	29.1	0.5	14.6	28.3		fm		Unidentified.calls
1294	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140610.69799747	140611.61799747	599362	600282	2014/3/6  6:09:59.698	0.92	15.8	35.2	0.6	19.5	31.2		fm		Unidentified.calls
1295	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140646.46000426	140648.11600426	635124	636780	2014/3/6  6:10:35.460	1.656	58.9	79.8	0.9	59.6	73.2		fm		Unidentified.calls
1296	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	140915.55699568	140917.21299568	904221	905877	2014/3/6  6:15:04.557	1.656	22.8	65.8	0.8	28.3	50.8		fm		Unidentified.calls
1297	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141161.647996415	141163.028996415	1150312	1151693	2014/3/6  6:19:10.648	1.381	35.5	57.0	0.9	36.1	52.7		fm		Unidentified.calls
1298	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141163.121001904	141164.041001904	1151785	1152705	2014/3/6  6:19:11.121	0.92	36.1	57.9	0.5	37.1	52.7		fm		Unidentified.calls
1299	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141169.653998052	141171.218998052	1158318	1159883	2014/3/6  6:19:18.654	1.565	78.9	100.1	0.8	81.1	97.7		fm		Unidentified.calls
1300	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141236.520000284	141237.900000284	1225184	1226564	2014/3/6  6:20:25.520	1.38	41.0	67.4	0.9	41.0	62.5		fm		Unidentified.calls
1301	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141261.366003116	141263.575003116	1250030	1252239	2014/3/6  6:20:50.366	2.209	17.0	35.5	1.5	18.6	33.2		fm		Unidentified.calls
1302	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141395.373996829	141396.661996829	1384038	1385326	2014/3/6  6:23:04.374	1.288	57.3	85.6	0.8	58.6	81.1		fm		Unidentified.calls
1303	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141465.299004798	141468.520004798	1453963	1457184	2014/3/6  6:24:13.299	3.221	27.9	54.9	2.8	28.3	50.8		fm		Unidentified.calls
1304	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141912.402996902	141914.427996902	1901067	1903092	2014/3/6  6:31:41.403	2.025	30.3	61.3	1.4	31.2	57.6		fm		Unidentified.calls
1305	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	141927.20600452	141928.40300452	1915870	1917067	2014/3/6  6:31:55.206	1.197	73.7	101.9	1.1	75.2	96.7		fm		Unidentified.calls
1306	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142286.231999208	142287.612999208	2274896	2276277	2014/3/6  6:37:54.232	1.381	38.5	68.6	1.1	40.0	62.5		fm		Unidentified.calls
1307	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142592.024003823	142593.312003823	2580688	2581976	2014/3/6  6:43:00.024	1.288	57.3	70.4	1.1	57.6	69.3		fm		Unidentified.calls
1308	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142593.863995855	142595.244995855	2582528	2583909	2014/3/6  6:43:02.864	1.381	57.9	68.9	1.1	58.6	67.4		fm		Unidentified.calls
1309	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142616.961999719	142617.973999719	2605626	2606638	2014/3/6  6:43:25.962	1.012	57.6	73.4	0.6	57.6	72.3		fm		Unidentified.calls
1310	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142622.195002918	142623.392002918	2610859	2612056	2014/3/6  6:43:30.195	1.197	55.2	68.3	0.8	55.7	66.4		fm		Unidentified.calls
1311	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142622.668003772	142624.600003772	2611332	2613264	2014/3/6  6:43:31.668	1.932	54.0	73.4	1.1	55.7	70.3		fm		Unidentified.calls
1312	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142759.838995819	142760.758995819	2748503	2749423	2014/3/6  6:45:48.839	0.92	60.4	97.1	0.8	61.5	91.8		fm		Unidentified.calls
1313	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142761.678997909	142762.507997909	2750343	2751172	2014/3/6  6:45:50.679	0.829	57.6	90.4	0.6	57.6	88.9		fm		Unidentified.calls
1314	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142776.771000137	142777.691000137	2765435	2766355	2014/3/6  6:46:05.771	0.92	63.4	99.2	0.6	63.5	96.7		fm		Unidentified.calls
1315	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142791.126997505	142793.610997505	2779791	2782275	2014/3/6  6:46:19.127	2.484	62.8	100.4	1.8	64.5	95.7		fm		Unidentified.calls
1316	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142824.127995332	142825.691995332	2812792	2814356	2014/3/6  6:46:52.128	1.564	86.8	109.8	0.8	89.8	106.4		fm		Unidentified.calls
1317	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142854.207001363	142855.496001363	2842871	2844160	2014/3/6  6:47:22.207	1.289	51.9	68.0	1.1	53.7	67.4		fm		Unidentified.calls
1318	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142860.844995935	142862.501995935	2849509	2851166	2014/3/6  6:47:29.845	1.657	51.0	81.6	1.2	52.7	77.1		fm		Unidentified.calls
1319	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142920.624997576	142922.557997576	2909289	2911222	2014/3/6  6:48:29.625	1.933	61.9	81.0	1.5	62.5	79.1		fm		Unidentified.calls
1320	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142936.820997034	142938.200997034	2925485	2926865	2014/3/6  6:48:45.821	1.38	61.3	102.2	1.1	62.5	98.6		fm		Unidentified.calls
1321	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142954.858004411	142956.422004411	2943522	2945086	2014/3/6  6:49:03.858	1.564	71.3	93.4	1.1	73.2	91.8		fm		Unidentified.calls
1322	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	142971.882001792	142972.986001792	2960546	2961650	2014/3/6  6:49:20.882	1.104	63.1	103.5	0.8	64.5	97.7		fm		Unidentified.calls
1323	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	143238.827999045	143240.207999045	3227492	3228872	2014/3/6  6:53:47.828	1.38	61.3	79.8	0.8	63.5	77.1		fm		Unidentified.calls
1324	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	143293.673004319	143295.054004319	3282337	3283718	2014/3/6  6:54:42.673	1.381	44.9	72.5	0.9	47.9	69.3		fm		Unidentified.calls
1325	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	143323.949001838	143325.513001838	3312613	3314177	2014/3/6  6:55:12.949	1.564	41.6	75.8	0.9	45.9	71.3		fm		Unidentified.calls
1326	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	143456.288004403	143458.036004403	3444952	3446700	2014/3/6  6:57:24.288	1.748	47.9	72.5	1.4	50.8	71.3		fm		Unidentified.calls
1327	Spectrogram 1	1	200_2014-03-06_06-00-00.wav	200_2014-03-06_06-00-00.wav	143489.703996961	143490.900996961	3478368	3479565	2014/3/6  6:57:58.704	1.197	63.7	83.1	0.6	65.4	81.1		fm		Unidentified.calls
1328	Spectrogram 1	1	200_2014-03-08_06-00-00.wav	200_2014-03-08_06-00-00.wav	143795.805996128	143805.376996128	183891	193462	2014/3/8  6:03:03.806	9.571	4.7	21.6	8.3	7.8	17.6	fm			Unidentified.calls
1329	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147227.769998414	147229.701998414	15276	17208	2014/3/9  21:00:15.770	1.932	46.4	78.0	1.1	49.8	68.4		fm		Unidentified.calls
1330	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147302.918001589	147304.666001589	90424	92172	2014/3/9  21:01:30.918	1.748	34.9	45.5	1.2	35.2	44.9		fm		Unidentified.calls
1331	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147304.666000557	147305.862000557	92172	93368	2014/3/9  21:01:32.666	1.196	33.7	50.7	0.8	35.2	47.9		fm		Unidentified.calls
1332	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147579.087998298	147582.124998298	366594	369631	2014/3/9  21:06:06.088	3.037	25.2	63.4	2.6	25.4	55.7		fm		Unidentified.calls
1333	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147664.266997156	147666.382997156	451773	453889	2014/3/9  21:07:31.267	2.116	47.0	75.2	1.7	48.8	70.3		fm		Unidentified.calls
1334	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147740.979003114	147742.359003114	528485	529865	2014/3/9  21:08:48.979	1.38	52.8	81.9	0.8	55.7	75.2		fm		Unidentified.calls
1335	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147819.819995714	147822.303995714	607326	609810	2014/3/9  21:10:07.820	2.484	42.5	85.6	1.7	45.9	77.1		fm		Unidentified.calls
1336	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147850.45100036	147852.66000036	637957	640166	2014/3/9  21:10:37.451	2.209	46.1	88.3	1.2	49.8	79.1		fm		Unidentified.calls
1337	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147854.605001164	147855.985001164	642111	643491	2014/3/9  21:10:42.605	1.38	90.1	109.2	1.1	92.8	107.4		fm		Unidentified.calls
1338	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147863.425995362	147865.358995362	650932	652865	2014/3/9  21:10:50.426	1.933	50.1	76.2	0.9	51.8	72.3		fm		Unidentified.calls
1339	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147866.463003633	147868.212003633	653969	655718	2014/3/9  21:10:53.463	1.749	49.8	90.7	1.2	49.8	81.1		fm		Unidentified.calls
1340	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147877.885995385	147879.266995385	665392	666773	2014/3/9  21:11:05.886	1.381	64.6	88.0	1.2	66.4	85.9		fm		Unidentified.calls
1341	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147890.770003152	147892.610003152	678276	680116	2014/3/9  21:11:18.770	1.84	57.6	104.7	1.1	59.6	98.6		fm		Unidentified.calls
1342	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	147896.094999415	147898.118999415	683601	685625	2014/3/9  21:11:23.095	2.024	53.4	79.2	1.7	56.6	75.2		fm		Unidentified.calls
1343	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148124.71399675	148126.55499675	912220	914061	2014/3/9  21:15:12.714	1.841	41.6	72.5	0.8	43.9	62.5		fm		Unidentified.calls
1344	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148167.365002585	148168.838002585	954871	956344	2014/3/9  21:15:54.365	1.473	36.7	53.7	1.1	37.1	50.8		fm		Unidentified.calls
1345	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148170.033998367	148171.506998367	957540	959013	2014/3/9  21:15:57.034	1.473	37.3	61.6	0.9	39.1	58.6		fm		Unidentified.calls
1346	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148245.089998421	148247.205998421	1032596	1034712	2014/3/9  21:17:12.090	2.116	38.8	71.3	0.6	43.0	62.5		fm		Unidentified.calls
1347	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148404.163004038	148406.003004038	1191669	1193509	2014/3/9  21:19:51.163	1.84	32.5	74.3	1.4	38.1	60.5		fm		Unidentified.calls
1348	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148427.916999114	148429.112999114	1215423	1216619	2014/3/9  21:20:15.917	1.196	29.4	52.2	1.1	31.2	50.8		fm		Unidentified.calls
1349	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148467.991997999	148470.015997999	1255498	1257522	2014/3/9  21:20:55.992	2.024	41.0	69.5	0.8	43.9	60.5		fm		Unidentified.calls
1350	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148534.984000352	148536.549000352	1322490	1324055	2014/3/9  21:22:02.984	1.565	42.2	76.5	0.6	43.9	66.4		fm		Unidentified.calls
1351	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148622.752001462	148624.408001462	1410258	1411914	2014/3/9  21:23:30.752	1.656	43.4	57.3	1.1	43.9	54.7		fm		Unidentified.calls
1352	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148624.119998467	148627.800998467	1411626	1415307	2014/3/9  21:23:31.120	3.681	57.0	76.5	3.2	57.6	75.2		fm		Unidentified.calls
1353	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148624.683996615	148625.695996615	1412190	1413202	2014/3/9  21:23:32.684	1.012	30.0	45.2	0.8	30.3	44.9		fm		Unidentified.calls
1354	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148626.525004533	148627.353004533	1414031	1414859	2014/3/9  21:23:34.525	0.828	30.0	48.8	0.6	32.2	45.9		fm		Unidentified.calls
1355	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148645.468997535	148647.032997535	1432975	1434539	2014/3/9  21:23:52.469	1.564	46.7	74.3	0.8	48.8	69.3		fm		Unidentified.calls
1356	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148707.365000573	148709.206000573	1494871	1496712	2014/3/9  21:24:54.365	1.841	41.0	74.3	0.5	43.0	64.5		fm		Unidentified.calls
1357	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148717.395996255	148719.143996255	1504902	1506650	2014/3/9  21:25:04.396	1.748	43.1	67.7	1.2	45.9	62.5		fm		Unidentified.calls
1358	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148721.917003718	148723.482003718	1509423	1510988	2014/3/9  21:25:09.917	1.565	31.6	61.0	1.2	33.2	59.6		fm		Unidentified.calls
1359	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148728.727005002	148730.383005002	1516233	1517889	2014/3/9  21:25:16.727	1.656	42.2	67.7	1.4	43.9	66.4		fm		Unidentified.calls
1360	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148735.985002247	148737.733002247	1523491	1525239	2014/3/9  21:25:23.985	1.748	41.9	79.5	0.9	44.9	74.2		fm		Unidentified.calls
1361	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148772.621999261	148774.369999261	1560128	1561876	2014/3/9  21:26:00.622	1.748	42.2	75.8	1.5	43.9	68.4		fm		Unidentified.calls
1362	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148844.91700041	148846.48200041	1632423	1633988	2014/3/9  21:27:12.917	1.565	38.8	73.4	0.6	43.0	62.5		fm		Unidentified.calls
1363	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148858.247998309	148859.720998309	1645754	1647227	2014/3/9  21:27:25.248	1.473	45.5	82.8	0.8	47.9	76.2		fm		Unidentified.calls
1364	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148883.186004263	148885.119004263	1670692	1672625	2014/3/9  21:27:50.186	1.933	47.9	96.2	0.9	52.7	81.1		fm		Unidentified.calls
1365	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148929.634997946	148931.659997946	1717141	1719166	2014/3/9  21:28:37.635	2.025	50.4	69.2	1.7	51.8	64.5		fm		Unidentified.calls
1366	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148949.040002328	148951.156002328	1736546	1738662	2014/3/9  21:28:56.040	2.116	41.9	66.4	1.4	43.9	62.5		fm		Unidentified.calls
1367	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148950.051996437	148951.708996437	1737558	1739215	2014/3/9  21:28:57.052	1.657	46.4	77.1	0.8	49.8	69.3		fm		Unidentified.calls
1368	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	148987.517997203	148989.357997203	1775024	1776864	2014/3/9  21:29:35.518	1.84	37.3	68.3	1.1	41.0	59.6		fm		Unidentified.calls
1369	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149026.120000658	149027.224000658	1813626	1814730	2014/3/9  21:30:13.120	1.104	73.4	104.4	0.8	78.1	100.6		fm		Unidentified.calls
1370	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149041.027996642	149043.143996642	1828534	1830650	2014/3/9  21:30:28.028	2.116	40.7	72.8	0.8	44.9	61.5		fm		Unidentified.calls
1371	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149084.566998062	149085.670998062	1872073	1873177	2014/3/9  21:31:12.567	1.104	50.7	68.9	0.9	50.8	66.4		fm		Unidentified.calls
1372	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149149.499999312	149151.708999312	1937006	1939215	2014/3/9  21:32:17.500	2.209	46.1	89.2	1.7	46.9	83.0		fm		Unidentified.calls
1373	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149339.168996689	149340.089996689	2126675	2127596	2014/3/9  21:35:26.169	0.921	42.8	80.4	0.3	43.9	69.3		fm		Unidentified.calls
1374	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149419.320996058	149420.609996058	2206827	2208116	2014/3/9  21:36:46.321	1.289	40.7	69.8	0.3	43.0	59.6		fm		Unidentified.calls
1375	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149435.20600344	149436.40300344	2222712	2223909	2014/3/9  21:37:02.206	1.197	54.3	86.5	0.6	57.6	78.1		fm		Unidentified.calls
1376	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149498.806996224	149500.830996224	2286313	2288337	2014/3/9  21:38:06.807	2.024	38.2	87.7	1.5	42.0	82.0		fm		Unidentified.calls
1377	Spectrogram 1	1	200_2014-03-09_21-00-00.wav	200_2014-03-09_21-00-00.wav	149525.205002305	149527.137002305	2312711	2314643	2014/3/9  21:38:32.205	1.932	39.1	72.8	1.1	42.0	63.5		fm		Unidentified.calls
