Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Tags
628	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504942.320943705	505002.013383828	990734	1050426	2015/10/15  16:16:30.321	59.692	92.6	122.8	MinkeDS
629	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	507392.272544524	507447.543322416	3440686	3495956	2015/10/15  16:57:20.273	55.271	92.0	121.0	MinkeDS
630	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504013.194409417	504114.769816786	61607	163183	2015/10/15  16:01:01.194	101.575	93.6	124.5	MinkeDS
631	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506936.690345957	506976.60812999	2985103	3025021	2015/10/15  16:49:45.690	39.918	99.5	123.7	MinkeDS
632	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504438.463256909	504496.681809621	486876	545095	2015/10/15  16:08:06.463	58.219	98.5	124.5	MinkeDS
633	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505406.868290686	505655.785109519	1455281	1704198	2015/10/15  16:24:15.868	248.917	103.0	124.6	MinkeDS
634	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504714.93606346	504750.063713408	763349	798477	2015/10/15  16:12:43.936	35.128	101.2	123.7	MinkeDS
635	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506079.850882293	506202.036548618	2128264	2250450	2015/10/15  16:35:28.851	122.186	102.1	124.1	MinkeDS
636	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505289.288022518	505378.826682702	1337701	1427240	2015/10/15  16:22:17.288	89.539	87.4	124.2	MinkeDS
637	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504528.039664278	504579.01160389	576453	627425	2015/10/15  16:09:36.040	50.972	90.7	119.7	MinkeDS
638	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506447.18357216	506568.817030706	2495597	2617230	2015/10/15  16:41:35.184	121.633	92.4	122.8	MinkeDS
639	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505759.781248721	505855.621677584	1808194	1904035	2015/10/15  16:30:08.781	95.84	105.6	123.7	MinkeDS
640	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505174.041409417	505238.646807574	1222454	1287060	2015/10/15  16:20:22.041	64.605	98.6	122.8	MinkeDS
641	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505033.112008188	505097.717406346	1081525	1146130	2015/10/15  16:18:01.112	64.605	94.3	123.7	MinkeDS
642	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506780.346038895	506830.826682702	2828759	2879240	2015/10/15  16:47:08.346	50.481	98.2	123.7	MinkeDS
643	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	507479.760944729	507551.121660184	3528174	3599535	2015/10/15  16:58:48.761	71.361	96.0	123.7	MinkeDS
644	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	505908.558800409	505966.937924258	1956972	2015351	2015/10/15  16:32:36.559	58.379	105.2	124.6	MinkeDS
645	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504331.568672467	504427.900397134	379982	476313	2015/10/15  16:06:19.569	96.332	91.7	123.6	MinkeDS
646	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	507271.253205732	507317.803483112	3319666	3366216	2015/10/15  16:55:19.253	46.55	92.0	123.7	MinkeDS
647	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504799.094634596	504858.909898669	847508	907323	2015/10/15  16:14:07.095	59.815	91.3	124.1	MinkeDS
648	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506323.953402252	506426.75704913	2372366	2475170	2015/10/15  16:39:32.953	102.804	94.2	122.8	MinkeDS
649	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506212.268683726	506317.28316172	2260682	2365696	2015/10/15  16:37:40.269	105.014	97.3	124.6	MinkeDS
650	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	506629.35765609	506688.68162436	2677771	2737095	2015/10/15  16:44:37.358	59.324	97.3	124.1	MinkeDS
651	Spectrogram 1	1	20151015_160000.wav	20151015_160000.wav	504117.755338792	504315.601558854	166168	364015	2015/10/15  16:02:46.755	197.846	88.3	123.1	MinkeDS
652	Spectrogram 1	1	20151017_100000.wav	20151017_100000.wav	507795.445663255	507887.195154555	243301	335050	2015/10/17  10:04:03.446	91.749	103.0	124.1	MinkeDS
653	Spectrogram 1	1	20151017_100000.wav	20151017_100000.wav	508555.376029683	508638.159372569	1003231	1086014	2015/10/17  10:16:43.376	82.783	84.5	122.8	MinkeDS
654	Spectrogram 1	1	20151017_100000.wav	20151017_100000.wav	508748.530774821	508827.629399181	1196386	1275484	2015/10/17  10:19:56.531	79.099	101.7	124.6	MinkeDS
655	Spectrogram 1	1	20151019_050000.wav	20151019_050000.wav	512389.603303992	512453.840230297	1236900	1301137	2015/10/19  5:20:36.603	64.237	91.1	124.1	MinkeDS
656	Spectrogram 1	1	20151019_050000.wav	20151019_050000.wav	513471.286092119	513524.223214944	2318583	2371520	2015/10/19  5:38:38.286	52.937	98.6	124.1	MinkeDS
657	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515130.626503582	515168.210632549	377408	414992	2015/10/20  23:06:17.627	37.584	106.1	123.7	MinkeDS
658	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	516183.027861822	516249.966915046	1429809	1496748	2015/10/20  23:23:49.028	66.939	105.2	122.8	MinkeDS
659	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515619.814135107	515692.525914023	866595	939307	2015/10/20  23:14:26.814	72.712	107.0	124.1	MinkeDS
660	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	516693.672937564	516734.573313204	1940454	1981354	2015/10/20  23:32:20.673	40.9	99.5	123.2	MinkeDS
661	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515819.847021494	515884.698067554	1066628	1131479	2015/10/20  23:17:46.847	64.851	108.3	124.1	MinkeDS
662	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	517998.884529171	518099.231697032	3245666	3346013	2015/10/20  23:54:05.885	100.347	105.8	123.7	MinkeDS
663	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	516036.092669396	516101.066539406	1282874	1347848	2015/10/20  23:21:22.093	64.974	102.1	124.6	MinkeDS
664	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	517022.585895599	517115.195154555	2269367	2361976	2015/10/20  23:37:49.586	92.609	99.9	124.1	MinkeDS
665	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515733.709684749	515790.699997953	980491	1037481	2015/10/20  23:16:20.710	56.99	107.4	124.6	MinkeDS
666	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	517362.921276356	517428.140794268	2609702	2674922	2015/10/20  23:43:29.921	65.22	104.9	124.6	MinkeDS
667	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515447.048165814	515480.087808598	693829	726869	2015/10/20  23:11:33.048	33.04	107.4	123.7	MinkeDS
668	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	516367.953402252	516470.388577277	1614734	1717170	2015/10/20  23:26:54.953	102.435	103.4	124.6	MinkeDS
669	Spectrogram 1	1	20151020_230000.wav	20151020_230000.wav	515276.40795087	515349.85667349	523189	596638	2015/10/20  23:08:43.408	73.449	96.4	123.7	MinkeDS
670	Spectrogram 1	1	20151022_170000.wav	20151022_170000.wav	521026.532502559	521062.02862436	2672756	2708252	2015/10/22  17:44:32.533	35.496	104.5	124.1	MinkeDS
671	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	523674.367070624	523697.089501535	1720032	1742755	2015/10/24  12:28:40.367	22.722	109.4	127.7	MinkeDS
672	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	524549.05275435	524643.750020471	2594718	2689415	2015/10/24  12:43:14.053	94.697	101.3	124.1	MinkeDS
673	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	524949.560493347	525009.25293347	2995225	3054918	2015/10/24  12:49:55.560	59.692	101.8	124.1	MinkeDS
674	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	522123.210395087	522221.469555783	168875	267135	2015/10/24  12:02:48.210	98.259	110.3	124.1	MinkeDS
675	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	525206.964747185	525337.932825998	3252630	3383598	2015/10/24  12:54:12.965	130.968	100.4	124.6	MinkeDS
676	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	523786.420261003	523816.757776868	1832085	1862423	2015/10/24  12:30:32.420	30.338	102.7	125.9	MinkeDS
677	Spectrogram 1	1	20151024_120000.wav	20151024_120000.wav	523890.858366428	523959.639778915	1936523	2005305	2015/10/24  12:32:16.858	68.781	100.4	123.7	MinkeDS
678	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	526826.104979529	526854.108840327	1271233	1299237	2015/10/26  6:21:11.105	28.004	90.1	124.6	MinkeDS
679	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	526299.124318321	526449.621405322	744252	894749	2015/10/26  6:12:24.124	150.497	96.8	124.2	MinkeDS
680	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	526067.881566018	526159.423156602	513010	604551	2015/10/26  6:08:33.882	91.542	94.3	124.6	MinkeDS
681	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	525610.543084954	525730.6774913	55671	175805	2015/10/26  6:00:55.543	120.134	94.5	131.5	MinkeDS
682	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	529109.322567042	529154.644604913	3554451	3599773	2015/10/26  6:59:14.323	45.322	93.5	124.1	MinkeDS
683	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	528845.298402252	528973.441530194	3290426	3418570	2015/10/26  6:54:50.298	128.143	86.6	123.7	MinkeDS
684	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	526609.613683726	526719.57886694	1054742	1164707	2015/10/26  6:17:34.614	109.965	90.9	124.6	MinkeDS
685	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	525819.824514841	525954.108840327	264953	399237	2015/10/26  6:04:24.825	134.284	93.9	124.6	MinkeDS
686	Spectrogram 1	1	20151026_060000.wav	20151026_060000.wav	529048.524711361	529113.498581372	3493653	3558627	2015/10/26  6:58:13.525	64.974	93.1	123.7	MinkeDS
687	Spectrogram 1	1	20151029_190000.wav	20151029_190000.wav	533594.496270215	533652.837646878	838550	896892	2015/10/29  19:13:58.496	58.341	100.4	123.5	MinkeDS
688	Spectrogram 1	1	20151029_190000.wav	20151029_190000.wav	533190.475966223	533245.378272262	434530	489432	2015/10/29  19:07:14.476	54.902	93.0	124.0	MinkeDS
689	Spectrogram 1	1	20151029_190000.wav	20151029_190000.wav	533454.439219038	533530.467244626	698493	774521	2015/10/29  19:11:38.439	76.028	96.9	123.0	MinkeDS
690	Spectrogram 1	1	20151029_190000.wav	20151029_190000.wav	532824.089120778	532875.920828045	68143	119975	2015/10/29  19:01:08.089	51.832	95.0	124.0	MinkeDS
691	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	536508.298030706	536558.655850563	151794	202152	2015/10/31  13:02:31.298	50.358	88.0	123.8	MinkeDS
692	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	539804.060552712	539956.277175026	3447557	3599773	2015/10/31  13:57:27.061	152.217	99.5	123.2	MinkeDS
693	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	538909.047556807	539166.562052201	2552544	2810058	2015/10/31  13:42:32.048	257.514	99.9	124.2	MinkeDS
694	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	538602.48855783	538645.722588536	2245985	2289219	2015/10/31  13:37:25.489	43.234	84.7	123.8	MinkeDS
695	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	539443.88895087	539556.518513818	3087385	3200015	2015/10/31  13:51:27.889	112.63	105.3	124.6	MinkeDS
696	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	539269.649094166	539319.63844217	2913145	2963134	2015/10/31  13:48:33.649	49.989	102.0	123.8	MinkeDS
697	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	537863.819317298	537935.548504606	1507315	1579045	2015/10/31  13:25:07.819	71.729	88.4	123.8	MinkeDS
698	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	537653.186823951	537718.774813715	1296683	1362271	2015/10/31  13:21:36.187	65.588	104.3	149.9	MinkeDS
699	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	537770.803839304	537861.202267144	1414300	1504698	2015/10/31  13:23:34.804	90.398	92.1	135.2	MinkeDS
700	Spectrogram 1	1	20151031_130000.wav	20151031_130000.wav	538327.630720573	538343.720658137	1971127	1987217	2015/10/31  13:32:51.631	16.09	102.8	126.2	MinkeDS
701	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541418.201838281	541512.6534565	1461241	1555692	2015/11/2  8:24:21.202	94.452	105.8	124.5	MinkeDS
702	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542341.366235415	542433.1534739	2384405	2476192	2015/11/2  8:39:44.366	91.787	87.1	122.7	MinkeDS
703	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542657.259854657	542703.687308086	2700299	2746726	2015/11/2  8:45:00.260	46.427	88.5	124.1	MinkeDS
704	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540138.144699079	540224.121464688	181184	267160	2015/11/2  8:03:01.145	85.977	90.5	123.7	MinkeDS
705	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541272.887522006	541363.654421699	1315927	1406693	2015/11/2  8:21:55.888	90.767	96.3	124.5	MinkeDS
706	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540963.049783009	541035.761561924	1006089	1078801	2015/11/2  8:16:46.050	72.712	67.9	123.5	MinkeDS
707	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542831.818853634	542879.597370522	2874858	2922636	2015/11/2  8:47:54.819	47.779	90.3	124.5	MinkeDS
708	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541757.432008188	541800.297567042	1800471	1843337	2015/11/2  8:30:00.432	42.866	85.8	123.2	MinkeDS
709	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542092.940712385	542230.909756397	2135980	2273949	2015/11/2  8:35:35.941	137.969	97.2	123.6	MinkeDS
710	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541847.745359263	541950.794654043	1890784	1993834	2015/11/2  8:31:30.745	103.049	89.0	124.5	MinkeDS
711	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541140.273402252	541221.82850563	1183312	1264868	2015/11/2  8:19:43.273	81.555	95.8	123.6	MinkeDS
712	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	543315.50357216	543397.058675537	3358543	3440098	2015/11/2  8:55:58.504	81.555	92.2	124.5	MinkeDS
713	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541576.068362334	541619.670864893	1619107	1662710	2015/11/2  8:26:59.068	43.603	88.5	124.5	MinkeDS
714	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	543105.890417605	543230.10317912	3148929	3273142	2015/11/2  8:52:28.890	124.213	94.4	123.6	MinkeDS
715	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542992.854635619	543040.019032753	3035894	3083058	2015/11/2  8:50:35.855	47.164	96.3	124.5	MinkeDS
716	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542472.948433982	542512.497746162	2515987	2555537	2015/11/2  8:41:55.948	39.549	96.7	124.1	MinkeDS
717	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	541981.255993859	542023.016137155	2024295	2066055	2015/11/2  8:33:44.256	41.76	103.6	124.5	MinkeDS
718	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540484.646494371	540550.234484135	527685	593273	2015/11/2  8:08:47.646	65.588	86.4	123.5	MinkeDS
719	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540306.820578301	540402.500436029	349860	445539	2015/11/2  8:05:49.821	95.68	78.6	123.0	MinkeDS
720	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542513.272437052	542557.489059365	2556311	2600528	2015/11/2  8:42:36.272	44.217	93.5	123.2	MinkeDS
721	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540649.944367451	540718.111660184	692983	761151	2015/11/2  8:11:32.944	68.167	91.8	124.5	MinkeDS
722	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	540791.5739652	540864.777039918	834613	907816	2015/11/2  8:13:54.574	73.203	93.7	124.0	MinkeDS
723	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	542053.47647697	542085.287880246	2096515	2128327	2015/11/2  8:34:56.476	31.811	93.1	123.6	MinkeDS
724	Spectrogram 1	1	20151102_080000.wav	20151102_080000.wav	543465.399121801	543521.775315251	3508438	3564814	2015/11/2  8:58:28.399	56.376	94.9	124.5	MinkeDS
725	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	545381.149598772	545534.840108495	1823631	1977321	2015/11/4  2:30:23.150	153.691	91.9	146.9	MinkeDS
726	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	546273.325613101	546407.364290686	2715807	2849845	2015/11/4  2:45:15.326	134.039	86.6	146.5	MinkeDS
727	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	544930.222127943	545008.215336745	1372703	1450696	2015/11/4  2:22:52.222	77.993	89.7	146.5	MinkeDS
728	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	546885.939732856	547064.317856704	3328421	3506799	2015/11/4  2:55:28.940	178.378	86.3	123.2	MinkeDS
729	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	546690.696980553	546856.792709314	3133178	3299274	2015/11/4  2:52:13.697	166.096	90.2	148.7	MinkeDS
730	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	547126.627346981	547157.947454452	3569108	3600428	2015/11/4  2:59:29.627	31.32	88.0	123.7	MinkeDS
731	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	545985.927150461	546197.382664278	2428408	2639864	2015/11/4  2:40:28.927	211.456	87.1	146.5	MinkeDS
732	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	546465.116712385	546645.705667349	2907598	3088187	2015/11/4  2:48:27.117	180.589	89.7	145.2	MinkeDS
733	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	545805.816908905	545924.37976868	2248298	2366861	2015/11/4  2:37:28.817	118.563	88.4	146.9	MinkeDS
734	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	545612.134120778	545749.734692938	2054615	2192216	2015/11/4  2:34:14.134	137.601	96.8	146.9	MinkeDS
735	Spectrogram 1	1	20151104_020000.wav	20151104_020000.wav	545201.640894575	545326.467775845	1644122	1768949	2015/11/4  2:27:24.641	124.827	81.8	146.9	MinkeDS
736	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	547324.695050154	547516.215336745	166660	358180	2015/11/5  20:02:46.695	191.52	100.8	124.2	MinkeDS
737	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548801.431993859	548859.773370522	1643397	1701738	2015/11/5  20:27:23.432	58.341	102.0	123.8	MinkeDS
738	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	549689.616079836	549810.144122825	2531581	2652109	2015/11/5  20:42:11.616	120.528	95.3	121.9	MinkeDS
739	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	550190.594810645	550289.836562948	3032560	3131802	2015/11/5  20:50:32.595	99.242	100.5	123.7	MinkeDS
740	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	550561.85786694	550656.800780962	3403823	3498766	2015/11/5  20:56:43.858	94.943	99.7	125.4	MinkeDS
741	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	549480.67860696	549551.17955476	2322644	2393145	2015/11/5  20:38:42.679	70.501	97.2	123.8	MinkeDS
742	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	547861.010331627	547983.749205732	702975	825714	2015/11/5  20:11:42.010	122.739	103.6	123.8	MinkeDS
743	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548131.421341863	548176.989027636	973386	1018954	2015/11/5  20:16:13.421	45.568	96.0	124.6	MinkeDS
744	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	547158.807222108	547271.474532242	772	113440	2015/11/5  20:00:00.807	112.667	96.8	123.3	MinkeDS
745	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548595.135085977	548691.835282497	1437100	1533800	2015/11/5  20:23:57.135	96.7	97.2	124.2	MinkeDS
746	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	549140.097373593	549235.77723132	1982062	2077742	2015/11/5  20:33:02.097	95.68	102.8	123.8	MinkeDS
747	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	550036.891718526	550136.501942682	2878857	2978467	2015/11/5  20:47:58.892	99.61	99.2	122.8	MinkeDS
748	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548217.190206755	548400.72693654	1059155	1242692	2015/11/5  20:17:39.190	183.537	97.2	123.8	MinkeDS
749	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548900.097373593	549012.972584442	1742062	1854938	2015/11/5  20:29:02.097	112.875	103.2	124.6	MinkeDS
750	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	547559.118642784	547684.682467758	401084	526647	2015/11/5  20:06:41.119	125.564	100.4	123.8	MinkeDS
751	Spectrogram 1	1	20151105_200000.wav	20151105_200000.wav	548515.520001024	548573.861377687	1357485	1415826	2015/11/5  20:22:37.520	58.341	105.2	123.8	MinkeDS
752	Spectrogram 1	1	20151107_150000.wav	20151107_150000.wav	553985.539078813	554059.110625384	3226967	3300539	2015/11/7  15:53:46.539	73.572	99.8	124.6	MinkeDS
753	Spectrogram 1	1	20151107_150000.wav	20151107_150000.wav	553405.964601842	553456.936541453	2647393	2698365	2015/11/7  15:44:07.965	50.972	107.5	122.8	MinkeDS
754	Spectrogram 1	1	20151107_150000.wav	20151107_150000.wav	553704.294396111	553781.182189355	2945722	3022610	2015/11/7  15:49:05.294	76.888	106.1	124.1	MinkeDS
755	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	557208.500671443	557282.317865916	2849392	2923209	2015/11/9  9:47:29.501	73.817	106.7	123.4	MinkeDS
756	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	554904.343725691	554986.021653019	545235	626913	2015/11/9  9:09:05.344	81.678	109.7	123.2	MinkeDS
757	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	556954.179598772	557065.580922211	2595071	2706472	2015/11/9  9:43:15.180	111.401	106.7	123.4	MinkeDS
758	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	557296.111895599	557380.614773797	2937003	3021506	2015/11/9  9:48:57.112	84.503	105.0	122.1	MinkeDS
759	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	554609.698649949	554743.982975435	250590	384874	2015/11/9  9:04:10.699	134.284	105.7	123.7	MinkeDS
760	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	555770.186084954	555860.216040942	1411077	1501107	2015/11/9  9:23:31.186	90.03	105.2	122.8	MinkeDS
761	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	555120.099077789	555194.039096213	760990	834930	2015/11/9  9:12:40.099	73.94	105.0	125.0	MinkeDS
762	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	555983.362134084	556096.360168884	1624253	1737251	2015/11/9  9:27:04.362	112.998	107.5	124.6	MinkeDS
763	Spectrogram 1	1	20151109_090000.wav	20151109_090000.wav	554831.717023541	554895.09418219	472608	535985	2015/11/9  9:07:52.717	63.377	96.2	124.6	MinkeDS
764	Spectrogram 1	1	20151111_040000.wav	20151111_040000.wav	561231.276292733	561281.265640737	3271609	3321599	2015/11/11  4:54:31.276	49.989	105.8	122.9	MinkeDS
765	Spectrogram 1	1	20151111_040000.wav	20151111_040000.wav	558898.916542477	558958.6089826	939250	998942	2015/11/11  4:15:39.917	59.692	105.0	123.8	MinkeDS
766	Spectrogram 1	1	20151111_040000.wav	20151111_040000.wav	560562.641868987	560632.774344933	2602975	2673107	2015/11/11  4:43:22.642	70.132	104.2	123.7	MinkeDS
767	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	566885.978419652	566991.153468782	1725152	1830327	2015/11/14  16:28:45.978	105.175	100.6	124.2	MinkeDS
768	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	567242.478155578	567257.953973388	2081652	2097128	2015/11/14  16:34:41.478	15.476	107.4	124.6	MinkeDS
769	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	566655.362369498	566742.727945752	1494536	1581902	2015/11/14  16:24:54.362	87.366	100.6	123.8	MinkeDS
770	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	565797.749214944	565880.570305015	636923	719744	2015/11/14  16:10:36.749	82.821	97.5	123.8	MinkeDS
771	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	565258.179598772	565397.499706244	97354	236674	2015/11/14  16:01:37.180	139.32	101.5	123.8	MinkeDS
772	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	565529.917507677	565622.649590583	369092	461824	2015/11/14  16:06:09.918	92.732	103.6	124.6	MinkeDS
773	Spectrogram 1	1	20151114_160000.wav	20151114_160000.wav	566345.978419652	566449.065461617	1185152	1288239	2015/11/14  16:19:45.978	103.087	99.5	123.8	MinkeDS
