Selection	View	Channel	Begin File	End File	Begin Time (s)	End Time (s)	Beg File Samp (samples)	End File Samp (samples)	Begin Date Time	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Dur 90% (s)	Freq 5% (Hz)	Freq 95% (Hz)	Possible	From	Tags
114	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	25797.268004952	25798.741004952	593532	595005	2014/3/6  19:09:53.268	1.473	10.6	49.6	1.1	12.7	46.9	fm		Unidentified.calls
115	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26025.19400665	26029.52000665	821458	825784	2014/3/6  19:13:41.194	4.326	61.2	89.8	3.9	62.5	86.9	fm		Unidentified.calls
116	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26107.508003949	26109.072003949	903772	905336	2014/3/6  19:15:03.508	1.564	18.0	28.4	1.4	18.6	27.3	fm		Unidentified.calls
117	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26131.342002614	26132.814002614	927606	929078	2014/3/6  19:15:27.342	1.472	43.1	61.8	1.4	44.9	59.6	fm		Unidentified.calls
118	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26164.906998588	26165.919998588	961171	962184	2014/3/6  19:16:01.907	1.013	45.2	96.6	0.9	46.9	91.8	fm		Unidentified.calls
119	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26232.71600516	26239.34200516	1028980	1035606	2014/3/6  19:17:08.716	6.626	23.9	27.2	5.9	24.4	26.4	fm		Unidentified.calls
120	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26622.122000022	26623.410000022	1418386	1419674	2014/3/6  19:23:38.122	1.288	30.4	57.9	1.1	32.2	55.7	fm		Unidentified.calls
121	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26635.925003006	26638.134003006	1432189	1434398	2014/3/6  19:23:52.925	2.209	12.7	33.7	1.7	14.6	33.2	fm		Unidentified.calls
122	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	26896.832006662	26898.765006662	1693096	1695029	2014/3/6  19:28:13.832	1.933	4.7	25.7	1.7	4.9	23.4	fm		Unidentified.calls
123	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	27417.139001428	27418.796001428	2213403	2215060	2014/3/6  19:36:53.139	1.657	32.2	63.5	1.2	33.2	59.6	fm		Unidentified.calls
124	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28320.305999605	28321.502999605	3116570	3117767	2014/3/6  19:51:56.306	1.197	57.0	74.8	1.1	58.6	73.2	fm		Unidentified.calls
125	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28324.999003722	28326.012003722	3121263	3122276	2014/3/6  19:52:01.999	1.013	56.7	83.6	0.8	59.6	81.1	fm		Unidentified.calls
126	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28338.515003635	28340.263003635	3134779	3136527	2014/3/6  19:52:14.515	1.748	48.2	101.7	1.4	49.8	95.7	fm		Unidentified.calls
127	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28429.49000807	28430.68700807	3225754	3226951	2014/3/6  19:53:45.490	1.197	6.2	52.6	1.1	10.7	49.8	fm		Unidentified.calls
128	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28470.82100497	28472.47700497	3267085	3268741	2014/3/6  19:54:27.821	1.656	23.6	49.3	0.9	25.4	44.9	fm		Unidentified.calls
129	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28593.231998621	28594.244998621	3389496	3390509	2014/3/6  19:56:29.232	1.013	16.8	52.0	0.8	18.6	49.8	fm		Unidentified.calls
130	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28669.888000055	28671.268000055	3466152	3467532	2014/3/6  19:57:46.888	1.38	19.2	38.4	1.2	19.5	36.1	fm		Unidentified.calls
131	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28720.729003711	28721.925003711	3516993	3518189	2014/3/6  19:58:36.729	1.196	50.2	65.3	1.1	50.8	63.5	fm		Unidentified.calls
132	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28765.360002829	28766.557002829	3561624	3562821	2014/3/6  19:59:21.360	1.197	65.3	94.6	1.1	65.4	92.8	fm		Unidentified.calls
133	Spectrogram 1	1	201_2014-03-06_19-00-00.wav	201_2014-03-06_19-00-00.wav	28768.869006126	28770.066006126	3565133	3566330	2014/3/6  19:59:25.869	1.197	69.4	107.3	1.1	72.3	104.5	fm		Unidentified.calls
134	Spectrogram 1	1	201_2014-03-08_19-00-00.wav	201_2014-03-08_19-00-00.wav	29616.943001926	29620.256001926	812649	815962	2014/3/8  19:13:32.943	3.313	47.0	65.7	2.9	47.9	64.5	fm		Unidentified.calls
135	Spectrogram 1	1	201_2014-03-08_19-00-00.wav	201_2014-03-08_19-00-00.wav	29878.59099935	29891.47399935	1074297	1087180	2014/3/8  19:17:54.591	12.883	16.0	45.8	9.7	17.6	43.9	Tonal		Unidentified.calls
136	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32406.131003007	32408.064003007	1300	3233	2014/3/10  10:00:01.131	1.933	31.9	56.4	1.4	32.2	52.7	fm		Unidentified.calls
137	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32417.081999734	32418.277999734	12251	13447	2014/3/10  10:00:12.082	1.196	39.6	70.9	0.9	41.0	68.4	fm		Unidentified.calls
138	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32423.064003095	32424.444003095	18233	19613	2014/3/10  10:00:18.064	1.38	8.9	19.5	1.1	10.7	16.6	fm		Unidentified.calls
139	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32520.29700014	32521.86100014	115466	117030	2014/3/10  10:01:55.297	1.564	46.7	64.7	1.2	46.9	63.5	fm		Unidentified.calls
140	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32525.358006686	32526.647006686	120527	121816	2014/3/10  10:02:00.358	1.289	46.7	64.1	0.8	47.9	60.5	fm		Unidentified.calls
141	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32544.315005049	32545.971005049	139484	141140	2014/3/10  10:02:19.315	1.656	74.5	103.1	1.4	76.2	100.6	fm		Unidentified.calls
142	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32548.824002921	32550.112002921	143993	145281	2014/3/10  10:02:23.824	1.288	78.6	103.4	1.2	80.1	100.6	fm		Unidentified.calls
143	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32652.407005757	32653.695005757	247576	248864	2014/3/10  10:04:07.407	1.288	23.0	53.5	1.1	23.4	51.8	fm		Unidentified.calls
144	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32661.33299838	32663.35799838	256502	258527	2014/3/10  10:04:16.333	2.025	19.5	44.0	1.7	21.5	42.0	fm		Unidentified.calls
145	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32691.793002143	32693.357002143	286962	288526	2014/3/10  10:04:46.793	1.564	30.4	73.0	1.2	33.2	64.5	fm		Unidentified.calls
146	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32728.199000612	32729.947000612	323368	325116	2014/3/10  10:05:23.199	1.748	35.2	58.5	1.1	39.1	54.7	fm		Unidentified.calls
147	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32764.088003292	32765.836003292	359257	361005	2014/3/10  10:05:59.088	1.748	15.4	32.2	1.4	15.6	30.3	fm		Unidentified.calls
148	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32772.934002384	32774.315002384	368103	369484	2014/3/10  10:06:08.934	1.381	57.9	82.4	1.2	58.6	81.1	fm		Unidentified.calls
149	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32836.199008256	32837.947008256	431368	433116	2014/3/10  10:07:11.199	1.748	18.9	72.4	1.1	22.5	66.4	fm		Unidentified.calls
150	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	32854.143006682	32855.524006682	449312	450693	2014/3/10  10:07:29.143	1.381	18.6	60.3	1.2	21.5	55.7	fm		Unidentified.calls
151	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33062.505998418	33063.609998418	657675	658779	2014/3/10  10:10:57.506	1.104	42.0	73.6	0.8	44.9	70.3	fm		Unidentified.calls
152	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33106.493005857	33108.609005857	701662	703778	2014/3/10  10:11:41.493	2.116	31.3	56.1	2.0	33.2	53.7	fm		Unidentified.calls
153	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33149.099000871	33150.387000871	744268	745556	2014/3/10  10:12:24.099	1.288	49.1	74.8	1.1	50.8	71.3	fm		Unidentified.calls
154	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33311.266004994	33312.830004994	906435	907999	2014/3/10  10:15:06.266	1.564	13.0	31.0	1.1	14.6	29.3	fm		Unidentified.calls
155	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33374.635003462	33375.831003462	969804	971000	2014/3/10  10:16:09.635	1.196	58.8	100.2	0.8	61.5	94.7	fm		Unidentified.calls
156	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33383.849004984	33385.413004984	979018	980582	2014/3/10  10:16:19.849	1.564	51.7	86.9	1.5	52.7	82.0	fm		Unidentified.calls
157	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33392.867000729	33394.708000729	988036	989877	2014/3/10  10:16:28.867	1.841	51.1	71.5	1.7	52.7	71.3	fm		Unidentified.calls
158	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33445.216002643	33446.412002643	1040385	1041581	2014/3/10  10:17:20.216	1.196	10.0	27.5	1.1	10.7	23.4	fm		Unidentified.calls
159	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33464.633006558	33465.737006558	1059802	1060906	2014/3/10  10:17:39.633	1.104	35.8	76.2	0.6	40.0	62.5	fm		Unidentified.calls
160	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33465.842002213	33466.854002213	1061011	1062023	2014/3/10  10:17:41.842	1.012	35.8	55.6	0.8	37.1	54.7	fm		Unidentified.calls
161	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33480.977999374	33481.897999374	1076147	1077067	2014/3/10  10:17:56.978	0.92	19.2	50.5	0.8	19.5	46.9	fm		Unidentified.calls
162	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33577.32600826	33579.16700826	1172495	1174336	2014/3/10  10:19:32.326	1.841	29.3	63.2	1.5	33.2	60.5	fm		Unidentified.calls
163	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33633.793002322	33635.726002322	1228962	1230895	2014/3/10  10:20:28.793	1.933	9.8	25.1	1.2	12.7	21.5	fm		Unidentified.calls
164	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33668.48600465	33670.05000465	1263655	1265219	2014/3/10  10:21:03.486	1.564	54.7	100.5	0.9	59.6	93.8	fm		Unidentified.calls
165	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33678.79299964	33680.35699964	1273962	1275526	2014/3/10  10:21:13.793	1.564	52.9	93.4	0.9	56.6	89.8	fm		Unidentified.calls
166	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33823.383001938	33828.260001938	1418552	1423429	2014/3/10  10:23:38.383	4.877	14.8	46.4	4.2	16.6	43.0	fm		Unidentified.calls
167	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33871.050999269	33872.522999269	1466220	1467692	2014/3/10  10:24:26.051	1.472	76.8	99.6	1.2	78.1	98.6	fm		Unidentified.calls
168	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33928.806006864	33930.555006863	1523975	1525724	2014/3/10  10:25:23.806	1.749	57.9	101.1	1.2	59.6	97.7	fm		Unidentified.calls
169	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	33937.929001033	33939.769001033	1533098	1534938	2014/3/10  10:25:33.929	1.84	55.6	109.6	1.7	56.6	106.4	fm		Unidentified.calls
170	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34059.260006577	34060.824006576	1654429	1655993	2014/3/10  10:27:34.260	1.564	13.6	52.0	0.9	15.6	45.9	fm		Unidentified.calls
171	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34093.124005153	34094.320005154	1688293	1689489	2014/3/10  10:28:08.124	1.196	67.1	119.1	1.1	68.4	113.3	fm		Unidentified.calls
172	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34105.836006209	34107.124006209	1701005	1702293	2014/3/10  10:28:21.836	1.288	37.2	68.0	0.9	40.0	65.4	fm		Unidentified.calls
173	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34153.837003141	34155.033003141	1749006	1750202	2014/3/10  10:29:09.837	1.196	33.1	46.1	0.9	33.2	44.9	fm		Unidentified.calls
174	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34204.988998875	34206.184998875	1800158	1801354	2014/3/10  10:30:00.989	1.196	66.2	104.0	0.9	67.4	99.6	fm		Unidentified.calls
175	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34215.204000801	34216.676000801	1810373	1811845	2014/3/10  10:30:10.204	1.472	56.4	104.6	0.8	60.5	96.7	fm		Unidentified.calls
176	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34223.866003707	34225.891003707	1819035	1821060	2014/3/10  10:30:19.866	2.025	41.4	106.1	1.5	43.9	97.7	fm		Unidentified.calls
177	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34223.958006829	34225.338006829	1819127	1820507	2014/3/10  10:30:19.958	1.38	17.4	33.7	1.2	17.6	32.2	fm		Unidentified.calls
178	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34234.30900681	34235.69000681	1829478	1830859	2014/3/10  10:30:29.309	1.381	104.3	121.5	1.1	105.5	119.1	fm		Unidentified.calls
179	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34236.242007792	34238.082007792	1831411	1833251	2014/3/10  10:30:31.242	1.84	38.1	73.0	1.7	39.1	70.3	fm		Unidentified.calls
180	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34237.530001208	34238.727001208	1832699	1833896	2014/3/10  10:30:32.530	1.197	100.9	122.2	1.1	102.5	120.1	fm		Unidentified.calls
181	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34239.935007274	34241.315007274	1835104	1836484	2014/3/10  10:30:35.935	1.38	110.6	124.8	1.2	111.3	124.0	fm		Unidentified.calls
182	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34332.681999683	34333.877999683	1927851	1929047	2014/3/10  10:32:07.682	1.196	27.8	60.9	0.9	28.3	55.7	fm		Unidentified.calls
183	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34385.65200004	34387.12500004	1980821	1982294	2014/3/10  10:33:00.652	1.473	75.4	129.2	1.1	79.1	121.1	fm		Unidentified.calls
184	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34390.253001034	34391.910001034	1985422	1987079	2014/3/10  10:33:05.253	1.657	47.3	58.8	0.9	47.9	57.6	fm		Unidentified.calls
185	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34440.498001083	34441.694001084	2035667	2036863	2014/3/10  10:33:55.498	1.196	55.6	99.3	1.1	56.6	96.7	fm		Unidentified.calls
186	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34451.265001625	34452.829001625	2046434	2047998	2014/3/10  10:34:06.265	1.564	60.6	116.7	1.1	62.5	109.4	fm		Unidentified.calls
187	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34455.934006676	34457.959006676	2051103	2053128	2014/3/10  10:34:11.934	2.025	26.3	60.3	1.8	27.3	56.6	fm		Unidentified.calls
188	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34459.695000156	34460.707000157	2054864	2055876	2014/3/10  10:34:14.695	1.012	36.3	52.9	0.9	37.1	50.8	fm		Unidentified.calls
189	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34464.388004273	34465.492004273	2059557	2060661	2014/3/10  10:34:19.388	1.104	33.4	92.2	0.6	36.1	82.0	fm		Unidentified.calls
190	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34499.081006601	34500.369006601	2094250	2095538	2014/3/10  10:34:54.081	1.288	32.2	46.1	1.1	33.2	43.9	fm		Unidentified.calls
191	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34564.198004037	34565.118004037	2159367	2160287	2014/3/10  10:35:59.198	0.92	22.2	58.2	0.8	24.4	54.7	fm		Unidentified.calls
192	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34676.247004002	34677.904004002	2271416	2273073	2014/3/10  10:37:51.247	1.657	48.5	71.2	1.1	50.8	67.4	fm		Unidentified.calls
193	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34760.413002923	34762.162002923	2355582	2357331	2014/3/10  10:39:15.413	1.749	41.1	63.8	1.2	42.0	60.5	fm		Unidentified.calls
194	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34773.572004169	34774.401004169	2368741	2369570	2014/3/10  10:39:28.572	0.829	78.9	104.3	0.6	80.1	101.6	fm		Unidentified.calls
195	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34805.885005325	34807.081005325	2401054	2402250	2014/3/10  10:40:01.885	1.196	88.1	108.5	1.1	88.9	106.4	fm		Unidentified.calls
196	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34817.466998428	34818.479998428	2412636	2413649	2014/3/10  10:40:12.467	1.013	38.7	58.5	0.8	40.0	56.6	fm		Unidentified.calls
197	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34835.884007767	34836.989007767	2431053	2432158	2014/3/10  10:40:31.884	1.105	73.6	101.4	0.9	75.2	99.6	fm		Unidentified.calls
198	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34847.19100739	34848.66300739	2442360	2443832	2014/3/10  10:40:42.191	1.472	53.8	108.5	1.1	56.6	103.5	fm		Unidentified.calls
199	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34855.622001692	34857.186001692	2450791	2452355	2014/3/10  10:40:50.622	1.564	41.1	65.0	1.1	43.9	61.5	fm		Unidentified.calls
200	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34867.677005708	34869.057005708	2462846	2464226	2014/3/10  10:41:02.677	1.38	48.8	80.7	0.8	49.8	73.2	fm		Unidentified.calls
201	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34870.162005305	34871.910005305	2465331	2467079	2014/3/10  10:41:05.162	1.748	52.9	76.2	1.1	54.7	74.2	fm		Unidentified.calls
202	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34875.315004915	34876.879004915	2470484	2472048	2014/3/10  10:41:10.315	1.564	47.6	68.3	1.1	49.8	64.5	fm		Unidentified.calls
203	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34897.399998784	34898.320998784	2492569	2493490	2014/3/10  10:41:32.400	0.921	60.3	84.2	0.8	62.5	80.1	fm		Unidentified.calls
204	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34899.241006702	34900.253006702	2494410	2495422	2014/3/10  10:41:34.241	1.012	54.1	93.1	0.8	56.6	89.8	fm		Unidentified.calls
205	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34927.58400324	34929.14800324	2522753	2524317	2014/3/10  10:42:02.584	1.564	54.4	75.9	1.2	54.7	71.3	fm		Unidentified.calls
206	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34938.810999274	34940.926999274	2533980	2536096	2014/3/10  10:42:13.811	2.116	16.0	55.6	1.7	17.6	50.8	fm		Unidentified.calls
207	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34948.381003692	34950.038003692	2543550	2545207	2014/3/10  10:42:23.381	1.657	43.7	70.3	1.2	44.9	67.4	fm		Unidentified.calls
208	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34965.646007612	34966.935007612	2560815	2562104	2014/3/10  10:42:40.646	1.289	60.9	84.2	0.9	61.5	81.1	fm		Unidentified.calls
209	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	34979.174007058	34980.646007058	2574343	2575815	2014/3/10  10:42:54.174	1.472	50.2	73.6	0.9	51.8	69.3	fm		Unidentified.calls
210	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35009.448998749	35010.553998749	2604618	2605723	2014/3/10  10:43:24.449	1.105	86.3	116.7	0.8	87.9	113.3	fm		Unidentified.calls
211	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35032.730998799	35033.558998799	2627900	2628728	2014/3/10  10:43:47.731	0.828	39.3	52.6	0.8	40.0	50.8	fm		Unidentified.calls
212	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35060.246007472	35061.534007472	2655415	2656703	2014/3/10  10:44:15.246	1.288	21.9	48.8	0.9	23.4	45.9	fm		Unidentified.calls
213	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35093.707000792	35095.180000792	2688876	2690349	2014/3/10  10:44:48.707	1.473	64.7	83.3	1.1	65.4	82.0	fm		Unidentified.calls
214	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35133.093007237	35134.566007236	2728262	2729735	2014/3/10  10:45:28.093	1.473	24.2	35.2	1.1	24.4	34.2	fm		Unidentified.calls
215	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35154.350998953	35155.362998953	2749520	2750532	2014/3/10  10:45:49.351	1.012	22.2	45.5	0.9	25.4	43.0	fm		Unidentified.calls
216	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35199.223004609	35199.683004609	2794392	2794852	2014/3/10  10:46:34.223	0.46	37.8	57.6	0.3	38.1	55.7	fm		Unidentified.calls
217	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35204.100004911	35205.296004911	2799269	2800465	2014/3/10  10:46:39.100	1.196	77.1	122.3	1.1	79.1	120.1	fm		Unidentified.calls
218	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35221.584007844	35223.241007844	2816753	2818410	2014/3/10  10:46:56.584	1.657	16.3	64.7	1.2	16.6	54.7	fm		Unidentified.calls
219	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35227.474008083	35228.762008083	2822643	2823931	2014/3/10  10:47:02.474	1.288	34.6	52.0	1.1	35.2	48.8	fm		Unidentified.calls
220	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35238.609000996	35239.621000996	2833778	2834790	2014/3/10  10:47:13.609	1.012	35.2	49.6	0.6	36.1	46.9	fm		Unidentified.calls
221	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35264.65100418	35266.67600418	2859820	2861845	2014/3/10  10:47:39.651	2.025	26.6	49.3	1.7	28.3	46.9	fm		Unidentified.calls
222	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35349.461004838	35350.566004838	2944630	2945735	2014/3/10  10:49:04.461	1.105	51.4	103.1	0.8	55.7	95.7	fm		Unidentified.calls
223	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35359.216001212	35360.780001212	2954385	2955949	2014/3/10  10:49:14.216	1.564	53.8	89.5	1.2	55.7	85.9	fm		Unidentified.calls
224	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35369.15400806	35370.35100806	2964323	2965520	2014/3/10  10:49:24.154	1.197	54.1	80.7	1.1	54.7	78.1	fm		Unidentified.calls
225	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35380.749006524	35382.222006524	2975918	2977391	2014/3/10  10:49:35.749	1.473	44.6	79.5	0.8	46.9	72.3	fm		Unidentified.calls
226	Spectrogram 1	1	201_2014-03-10_10-00-00.wav	201_2014-03-10_10-00-00.wav	35383.325999185	35385.349999185	2978495	2980519	2014/3/10  10:49:38.326	2.024	51.4	73.3	0.8	53.7	69.3	fm		Unidentified.calls
